ID,TARGET_LifeExpectancy,Country,Year,Company_Status,Company_Confidence,Company_device_confidence,Device_confidence,Device_returen,Test_Fail,PercentageExpenditure,Engine_Cooling,Gas_Pressure,Obsolescence,ISO_23,TotalExpenditure,STRD_DTP,Engine_failure,GDP,Product_Quantity,Engine_failure_Prevalence,Leakage_Prevalence,IncomeCompositionOfResources,RD
1622,74.1,187,2002,0,11,10,12,10,0.05,782.1799815,0,56.2,12,95,4.24,95,0.1,10222.19,127445,7.3,7.4,0.737,3.435112807
1623,64.9,0,2017,0,188,188,188,19,0.32,0,58,24.3,26,85,4.81,89,0.3,110.57,14976994,9.5,9.3,0.491,3.082207001
1624,64,0,2016,0,192,184,200,19,0.26,12.80528533,32,23.8,27,85,4.66,89,0.3,170.74,14546111,9.7,9.5,0.483,3.016620626
1625,67.8,0,2015,0,196,200,192,20,0.26,11.8385319,17,23.2,28,89,4.51,92,0.3,166.78,141232,9.9,9.7,0.474,2.949576241
1626,65.5,0,2014,0,2,0,4,20,0.28,10.20659464,46,22.7,29,83,4.31,91,0.4,152.83,1373513,1,9.9,0.463,2.880972058
1627,62.8,0,2013,0,26,26,26,20,0.32,1.431051664,18,22.2,31,89,4.42,92,0.4,20.44,13391,1.2,1.1,0.455,2.810693865
1628,66.5,0,2012,0,212,206,218,21,0.28,1.020071763,428,21.7,32,76,4.62,89,0.4,13.03,12916229,1.4,1.3,0.449,2.774887385
1629,63.4,0,2011,0,219,216,222,21,0.3,1.177477677,999,21.2,33,83,4.81,86,0.5,14.07,1255917,1.6,1.5,0.444,2.738612788
1630,63.8,0,2010,0,225,226,224,22,0.28,1.08833088,6,2.8,34,87,4.94,88,0.6,12.7,1223957,1.8,1.7,0.435,2.664582519
1631,61.4,0,2009,0,23,22,24,22,0.32,8.309152927,11,2.3,36,93,4.72,94,0.7,106.85,11873557,11,1.9,0.425,2.607680962
1632,59.3,0,2008,0,236,228,244,23,0.34,10.43022617,3,19.9,38,89,5.44,89,0.7,100.62,11556763,11.2,11.1,0.422,2.569046516
1633,63.3,0,2007,0,242,232,252,23,0.33,96.03725103,0,19.5,40,84,5.35,84,0.7,866.73,11251266,11.4,11.3,0.415,2.529822128
1634,61.6,0,2006,0,247,246,248,24,0.35,66.02236299,31,19.1,42,87,5.68,87,0.7,821.61,1955944,11.6,11.5,0.408,2.48997992
1635,61.7,0,2005,0,251,258,244,25,0.33,62.21977893,1519,18.7,44,73,5.4,73,0.7,719.9,16799,11.8,11.7,0.401,2.42899156
1636,57.5,0,2004,0,252,248,256,25,0.36,49.73511396,18184,18.3,47,6,5.6,6,0.7,574.85,1396861,12,11.9,0.397,2.387467277
1637,59.2,0,2003,0,251,246,256,26,0.34,6.064221202,24789,17.9,49,49,4.98,52,0.6,539.04,1134497,12.1,12.1,0.381,2.323790008
1638,59.2,0,2002,0,25,26,24,27,0.29,5.397368532,5839,17.5,50,49,4.63,52,0.5,530.27,988452,12.3,12.3,0.378,2.28035085
1639,48.8,72,2017,0,413,412,414,22,3.86,0,607,24.4,30,86,11.69,86,0.5,658.04,723725,7.4,7.3,0.431,3.082207001
1640,48.7,72,2016,0,463,448,478,23,0.01,1.443286353,1006,23.8,32,83,11.9,83,0.6,87.85,779162,7.5,7.4,0.426,3.082207001
1641,54.2,72,2015,0,47,48,46,23,0.01,1.321464076,15,23.3,33,92,11.59,92,0.8,80.44,692279,7.7,7.6,0.413,3.049590136
1642,49.5,72,2014,0,411,422,400,25,0.01,54.56033696,678,22.7,35,91,11.24,91,0.9,629.33,676613,7.9,7.8,0.401,3.016620626
1643,49.2,72,2013,0,418,424,412,26,3.78,54.6659175,1865,22.2,38,88,11.98,89,1.3,498.99,6611692,8.1,8,0.392,2.983286778
1644,49.7,72,2012,0,424,434,414,27,3.84,5.347717533,1089,21.7,40,84,1.32,86,1.6,50.54,645872,8.3,8.2,0.384,2.949576241
1645,47.6,72,2011,0,433,420,446,28,3.97,49.8371267,31,21.2,42,81,13.13,84,1.7,441.94,63126,8.5,8.4,0.375,2.915475947
1646,46.6,72,2010,0,441,424,458,29,3.91,5.379606465,44,2.7,44,75,1.29,77,1.9,51.94,6165372,8.7,8.7,0.367,2.880972058
1647,44.4,72,2009,0,45,46,44,29,3.86,45.57108889,0,2.2,45,63,1.12,64,2.2,401.89,615417,8.9,8.9,0.357,2.863564213
1648,41.9,72,2008,0,464,458,470,30,3.8,38.00075788,33,19.7,46,65,1.68,64,2.2,360.99,5848692,9.1,9.1,0.348,2.828427125
1649,41.1,72,2007,0,48,46,50,30,3.83,42.08892911,29,19.2,47,67,12.25,65,2.2,322.21,5658379,9.3,9.3,0.341,2.792848009
1650,41.3,72,2006,0,496,472,520,30,3.99,38.52454761,7,18.8,47,69,11.66,65,2.1,294.72,5439695,9.5,9.5,0.332,2.75680975
1651,39.3,72,2005,0,57,60,54,30,4.07,38.61473209,586,18.4,47,66,11.69,73,1.9,295.41,5199549,9.7,9.8,0.322,2.720294102
1652,48.2,72,2004,0,513,522,504,30,4.06,36.59114895,568,17.9,48,54,11.96,53,1.7,279.93,4957216,9.9,1,0.306,2.683281573
1653,41.6,72,2003,0,519,536,502,30,4.21,33.34691455,649,17.5,48,38,11.83,38,1.5,255.11,4739147,1.1,1.2,0.302,2.645751311
1654,37.3,72,2002,0,533,564,502,29,3.97,20.39568283,3575,17.2,48,46,13.63,44,1.2,156.03,4564297,1.3,1.4,0.292,2.588435821
1655,81,64,2017,1,55,54,56,0,1.79,0,0,33.2,0,96,3.74,96,0.1,60065.31,127445,2.2,2.2,0.924,3.924283374
1656,81.9,64,2016,1,56,54,58,0,1.83,7971.646361,0,32.9,0,96,4.92,96,0.1,63097.13,127445,2.2,2.2,0.922,3.924283374
1657,83.7,64,2015,1,57,58,56,0,1.83,714.3441019,138,32.7,0,97,4.53,97,0.1,6304.69,127445,2.2,2.2,0.92,3.924283374
1658,82.8,64,2014,1,59,60,58,0,1.89,6041.858981,42,32.4,0,97,4.22,97,0.1,60962.9,127445,2.2,2.1,0.917,3.924283374
1659,81.7,64,2013,1,6,4,8,0,1.8,638.0001097,148,32.1,0,96,3.93,96,0.1,59546.68,127445,2.1,2.1,0.911,3.898717738
1660,82.7,64,2012,1,61,58,64,0,1.84,4540.543752,50,31.8,0,96,3.96,96,0.1,52158.04,127445,2.1,2.1,0.889,3.807886553
1661,80.7,64,2011,1,62,64,60,0,1.73,462.9306986,16,31.5,0,97,4.27,97,0.1,43206.87,127445,2.1,2.1,0.887,3.794733192
1662,81.1,64,2010,1,64,62,66,0,1.7,3404.13099,18,31.2,0,97,3.91,97,0.1,44488.06,127445,2.1,2.1,0.88,3.768288736
1663,82.6,64,2009,1,65,62,68,0,1.6,3082.973535,15,3.9,0,97,3.46,97,0.1,43930.41,127445,2.1,2,0.873,3.754996671
1664,90.4,64,2008,1,66,60,72,0,1.55,2639.376955,23,3.5,0,95,3.66,95,0.1,37609.44,127445,2.1,2,0.839,3.728270376
1665,84.2,64,2007,1,69,70,68,0,1.49,2356.731479,33,3.2,0,96,3.74,96,0.1,33454.24,127445,2.1,2,0.821,3.54964787
1666,77.6,64,2006,1,71,74,68,0,1.45,204.2481892,96,29.9,0,95,3.17,95,0.1,3074.7,127445,2.1,2,0.82,3.563705936
1667,80.3,64,2005,1,73,72,74,0,1.43,2263.068326,33,29.6,0,96,3.63,96,0.1,26402.46,127445,2.1,2,0.819,3.563705936
1668,79.9,64,2004,1,74,68,80,0,2.16,142.0989818,211,29.2,0,94,2.84,94,0.1,2482.85,127445,2.1,2,0.818,3.54964787
1669,79.7,64,2003,1,76,74,78,0,2.08,1003.366877,408,28.9,0,95,2.37,96,0.1,24167.12,127445,2.1,2,0.82,3.563705936
1670,75.6,64,2002,1,78,76,80,0,2.03,1855.828806,141,28.5,0,98,2.71,98,0.1,26647.8,127445,2.1,2,0.81,3.535533906
1671,90.7,149,2017,1,74,72,76,0,10.8,0,18,6.1,0,95,8.62,95,0.1,3057.45,263531,1.4,1.3,0.888,4.159326869
1672,89.3,149,2016,1,76,78,74,0,10.46,31.13492794,52,59.5,0,95,9.23,95,0.1,271.79,26198,1.4,1.4,0.888,4.195235393
1673,83.7,149,2015,1,78,76,80,0,9.53,259.7786785,1,58.9,0,95,9.29,95,0.1,2593.16,259953,1.4,1.4,0.878,4.098780306
1674,80.1,149,2014,1,81,82,80,0,10.95,3283.024864,2,58.2,0,96,9.37,96,0.1,25184.85,257159,1.5,1.5,0.877,4.098780306
1675,80.6,149,2013,1,84,82,86,0,10.61,3343.026219,22,57.6,0,96,9.8,96,0.1,27983.48,252843,1.6,1.6,0.876,4.123105626
1676,79.6,149,2012,1,87,78,96,0,10.32,3187.496219,2,57,0,96,9.7,96,0.1,26249.97,248583,1.6,1.6,0.872,4.110960958
1677,80.1,149,2011,1,9,8,10,0,10.52,3505.389434,0,56.4,0,96,9.38,96,0.1,27589.85,239669,1.7,1.7,0.873,4.110960958
1678,79,149,2010,1,96,96,96,0,10.94,392.9588536,0,55.8,0,97,8.47,97,0.1,3082.03,221316,1.7,1.7,0.869,4.110960958
1679,78.6,149,2009,1,12,12,12,0,11.02,3256.724028,0,55.2,0,97,7.98,97,0.1,26702.28,218122,1.8,1.8,0.865,4.098780306
1680,78.4,149,2008,1,17,16,18,0,12.26,2724.17807,0,54.7,0,97,8.42,97,0.1,22093.26,26868,1.8,1.9,0.858,4.086563348
1681,77,149,2007,1,14,14,14,0,11.14,2503.714258,0,54.1,0,95,8.5,95,0.1,20349.49,2474,1.9,2,0.853,4.037325848
1682,73.9,149,2006,1,113,112,114,0,10,235.3785281,0,53.5,0,94,8.47,94,0.1,1934.14,199712,2,2,0.85,4.074309757
1683,74.9,149,2005,1,119,112,126,0,11.58,203.3252124,0,52.9,0,95,8.77,95,0.1,1667.09,1995733,2,2.1,0.843,4.01248053
1684,74.4,149,2004,1,117,124,110,0,9.29,1617.473418,0,52.3,0,93,8.62,93,0.1,13232.8,199453,2.1,2.2,0.835,3.949683532
1685,75.7,149,2003,1,124,118,130,0,10.8,196.3026243,0,51.8,0,93,8.57,92,0.1,1656.81,19926,2.2,2.2,0.824,3.834057903
1686,77,149,2002,1,122,124,120,0,11.9,161.4473853,0,51.2,0,93,8.26,91,0.1,1375.07,1988925,2.2,2.3,0.818,3.820994635
1687,57.5,25,2017,0,332,322,342,26,0.49,0,878,17.5,39,41,2.74,31,3.4,849.77,11882136,1.3,1.3,0.421,2.213594362
1688,56.5,25,2016,0,343,342,344,26,0.49,46.0744686,441,17.5,39,44,2.74,39,3.5,1290.09,1153971,1.3,1.3,0.421,2.213594362
1689,59.1,25,2015,0,345,344,346,26,0.49,47.44453,525,17.5,40,5,2.62,45,3.6,1328.45,1117749,1.3,1.3,0.417,2.213594362
1690,56.2,25,2014,0,347,362,332,26,0.49,38.3382324,1952,17.5,40,64,2.77,59,3.8,1073.47,1818258,1.3,1.3,0.419,2.213594362
1691,55.9,25,2013,0,355,360,350,27,0.49,0,1256,17.5,41,66,2.74,61,3.9,198.21,1448857,1.3,1.3,0.429,2.213594362
1692,52.6,25,2012,0,359,380,338,27,0.49,0,0,17.5,41,44,2.74,45,4,1749.71,167192,1.3,1.3,0,0
1693,55.9,25,2011,0,369,388,350,27,0.49,0,0,17.5,42,44,2.74,45,4.2,1416.56,967667,1.3,1.3,0,0
1694,53.6,25,2010,0,377,378,376,27,0.49,0,0,17.5,42,44,2.74,45,4.2,1880.16,9263136,1.3,1.3,0,0
1695,57.2,25,2009,0,381,392,370,27,0.49,0,0,17.5,43,44,2.74,45,4.2,1309.27,88568,1.3,1.3,0,0
1696,52.6,25,2008,0,383,384,382,28,0.49,0,0,17.5,43,44,2.74,45,4.1,1309.27,8468152,1.3,1.3,0,0
1697,55.5,25,2007,0,383,378,388,28,0.49,0,0,17.5,44,44,2.74,45,3.9,1309.27,818877,1.3,1.3,0,0
1698,53.6,25,2006,0,383,378,388,29,0.49,0,0,17.5,45,44,2.74,45,3.8,1309.27,7787655,1.3,1.3,0,0
1699,61.5,25,2005,0,383,378,388,29,0.49,0,0,17.5,46,44,2.74,45,3.5,1309.27,751642,1.3,1.3,0,0
1700,47.1,25,2004,0,382,390,374,30,0.49,0,0,17.5,48,44,2.74,45,3.3,1309.27,7237276,1.3,1.3,0,0
1701,49.4,25,2003,0,381,388,374,30,0.49,0,0,17.5,49,44,2.74,45,3,1309.27,6974442,1.3,1.3,0,0
1702,50.6,25,2002,0,38,38,38,31,0.49,0,0,17.5,50,44,2.74,45,2.7,1309.27,67656,1.3,1.3,0,0
1703,83.8,108,2017,1,56,54,58,1,10.24,0,115,66.6,1,97,8.5,97,0.1,28765.91,46447697,0.6,0.5,0.882,4.207136794
1704,81.2,108,2016,1,58,56,60,1,0.01,42.98847625,154,66,1,97,9.3,97,0.1,332.05,4648882,0.6,0.5,0.877,4.195235393
1705,83.9,108,2015,1,6,6,6,1,9.25,423.680459,131,65.4,2,96,9.1,96,0.1,3272.57,466245,0.6,0.5,0.874,4.183300133
1706,84.4,108,2014,1,61,62,60,1,9.35,4255.781693,1204,64.8,2,97,9.39,97,0.1,31989.77,4677355,0.6,0.5,0.871,4.147288271
1707,85.1,108,2013,1,63,58,68,1,9.62,4873.8188,3802,64.1,2,97,9.48,97,0.1,35654.32,46742697,0.6,0.5,0.867,4.110960958
1708,81.7,108,2012,1,64,62,66,1,9.78,578.7417172,302,63.5,2,97,9.56,97,0.1,4184.58,46576897,0.6,0.5,0.86,4.049691346
1709,80.6,108,2011,1,66,60,72,2,9.99,5047.254058,41,62.9,2,96,9.52,96,0.1,36213.48,46362946,0.6,0.5,0.858,4.037325848
1710,81.7,108,2010,1,7,6,8,2,10.24,5596.535203,297,62.3,2,97,8.8,97,0.1,39848.18,4595416,0.6,0.5,0.854,4.01248053
1711,88.2,108,2009,1,72,70,74,2,11.05,510.9327012,267,61.7,2,96,8.36,96,0.1,3672.94,4522683,0.6,0.5,0.849,4
1712,85.9,108,2008,1,73,72,74,2,11.86,4460.390006,362,61.1,2,98,8.23,98,0.1,31900.62,44397319,0.6,0.5,0.844,3.987480407
1713,79.7,108,2007,1,77,76,78,2,11.92,405.4475981,22,6.5,2,96,8.12,96,0.1,2969.92,43653155,0.6,0.5,0.837,3.974921383
1714,82.2,108,2006,1,79,82,76,2,11.96,3715.370095,26,59.9,2,97,8.5,97,0.1,27908.88,42921895,0.6,0.5,0.833,3.949683532
1715,77.9,108,2005,1,83,82,84,2,12.09,3205.019918,256,59.3,2,99,7.99,98,0.1,24075.27,42187645,0.6,0.5,0.83,3.949683532
1716,83.3,108,2004,1,83,78,88,2,12.26,228.3543024,67,58.8,2,98,7.25,98,0.1,1925.88,41431558,0.6,0.5,0.828,3.962322551
1717,82.4,108,2003,1,84,80,88,2,9.86,2044.169761,0,58.2,2,95,7.24,96,0.1,17162.44,485412,0.6,0.5,0.825,3.962322551
1718,76.3,108,2002,1,86,88,84,2,11.12,1934.398154,152,57.6,2,95,7.21,95,0.1,16437.98,4567864,0.6,0.5,0.82,3.962322551
1719,76.1,11,2017,0,176,176,176,0,4.72,0,0,58.3,0,89,6.22,89,0.4,9877.26,55328,3.5,3.5,0.723,3.563705936
1720,72.5,11,2016,0,178,180,176,0,6.32,1132.432517,0,57.7,0,85,5.69,85,0.4,10712.2,547928,3.5,3.5,0.722,3.563705936
1721,73.9,11,2015,0,179,186,172,0,6.02,1122.972967,0,57,0,86,5.96,86,0.4,10622.72,54254,3.5,3.5,0.719,3.563705936
1722,71.1,11,2014,0,178,178,178,0,5.73,1168.324095,0,56.3,0,84,6.9,84,0.9,10385.1,53777,3.5,3.4,0.708,3.563705936
1723,74.1,11,2013,0,187,184,190,0,5.64,989.1263558,0,55.5,0,86,5.93,86,0.1,9317.25,531589,3.5,3.4,0.704,3.535533906
1724,71.2,11,2012,0,19,18,20,0,5.26,99.08095375,0,54.8,0,96,5.81,96,0.5,933.31,52613,3.5,3.4,0.7,3.507135583
1725,72.4,11,2011,0,196,198,194,0,5.13,885.0739766,0,54.1,0,85,6.14,87,0.6,8337.11,52619,3.5,3.4,0.696,3.478505426
1726,65.4,11,2010,0,196,196,196,0,4.94,815.4355995,0,53.3,0,85,5.92,85,1.2,7681.14,515148,3.5,3.4,0.691,3.449637662
1727,69.3,11,2009,0,22,22,22,0,4.72,685.0299083,0,52.6,0,84,5.92,84,0.8,6452.76,5975,3.5,3.4,0.684,3.420526275
1728,68.2,11,2008,0,199,198,200,0,4.52,72.800168,0,51.8,0,84,6.22,84,0.6,591.27,5437,3.5,3.4,0.678,3.391164992
1729,67.4,11,2007,0,25,24,26,0,4.47,418.9206608,0,51.1,0,84,6.78,83,0.6,4027.39,498946,3.5,3.4,0.672,3.361547263
1730,70,11,2006,0,214,218,210,0,4.55,4.23257668,0,5.4,0,84,6.88,85,0.9,40.87,49363,3.5,3.5,0,3.33166625
1731,70.1,11,2005,0,223,228,218,0,4.53,32.3662077,0,49.7,0,74,6.62,75,1,294.72,488332,3.5,3.5,0,3.301514804
1732,65.5,11,2004,0,221,216,226,0,4.41,250.7112373,0,49,0,74,7.14,73,1.6,2500.41,48344,3.5,3.5,0,3.31662479
1733,67.4,11,2003,0,219,212,226,0,4.23,191.2135044,0,48.3,0,65,8.38,68,1.8,1790.63,47774,3.6,3.5,0,3.31662479
1734,64.2,11,2002,0,224,220,228,0,4.29,268.1837972,0,47.6,0,7,9.65,71,0.4,2115.25,47239,3.6,3.6,0,3.33166625
1735,57.9,171,2017,0,373,370,376,2,5.2,0,0,32.3,3,84,7.5,9,7.1,3513.36,131911,4,4.1,0.541,3.376388603
1736,58.3,171,2016,0,382,388,376,2,0.01,574.3895102,0,31.8,3,98,9.25,98,7.3,3880.07,129597,4.3,4.3,0.541,3.376388603
1737,59.2,171,2015,0,393,396,390,2,0.01,708.9556648,0,31.2,3,98,9.66,98,9.8,4030.61,1271456,4.5,4.6,0.539,3.376388603
1738,58.5,171,2014,0,412,426,398,2,0.01,720.2333929,0,3.7,3,92,8.76,95,12.2,4313.7,1248158,4.8,4.9,0.534,3.361547263
1739,55.7,171,2013,0,438,422,454,2,5.2,735.7090978,0,3.2,3,85,8.61,91,15.7,4406.39,1225258,5.1,5.2,0.526,3.346640106
1740,56.8,171,2012,0,459,474,444,2,4.93,56.93670561,313,29.7,4,89,8.47,89,21.6,413.55,122843,5.4,5.6,0.523,3.31662479
1741,54.9,171,2011,0,46,48,44,3,4.9,47.6164523,26,29.3,4,89,8.46,88,33.7,372.42,118675,5.8,5.9,0.519,3.286335345
1742,49.2,171,2010,0,477,472,482,3,4.87,413.0063027,1,28.9,4,89,8.19,88,40.2,3183.53,1158897,6.1,6.3,0.514,3.255764119
1743,47,171,2009,0,51,50,52,3,5.55,43.3664999,0,28.5,4,88,7.5,87,40.7,389.19,1138434,6.5,6.7,0.508,3.240370349
1744,49.4,171,2008,0,564,588,540,3,5.53,437.0802438,0,28.2,4,88,6.81,87,43.7,3289.85,112514,6.9,7.1,0.502,3.146426545
1745,46.5,171,2007,0,63,62,64,3,5.08,372.1651473,0,27.8,4,88,6.8,86,49.1,3218.73,115873,7.3,7.5,0.495,3.1144823
1746,49.3,171,2006,0,69,74,64,3,5.78,37.43857664,0,27.4,4,88,5.88,86,50.3,2833.19,19553,7.7,7.9,0.492,3.065941943
1747,44.1,171,2005,0,6,6,6,3,5.65,2.819124474,350,27.1,4,87,5.71,85,50.6,25.75,187392,8.2,8.4,0.493,3.016620626
1748,45.7,171,2004,0,587,648,526,3,5.52,131.0421269,37,26.7,4,87,5.16,85,49.9,1484,1893,8.6,8.8,0.502,3.033150178
1749,47.4,171,2003,0,568,568,568,3,6.72,143.6197316,49,26.3,4,87,5.11,84,48.8,1610.15,172927,9,9.2,0.506,3.049590136
1750,47.8,171,2002,0,536,520,552,3,7.19,25.21683318,10,25.9,4,87,5.26,84,46.4,1833.95,161468,9.4,9.6,0.516,3.065941943
1751,83.3,74,2017,1,53,52,54,0,6.9,0,22,59.5,0,98,9.47,98,0.1,6255.49,9799186,1.5,1.4,0.909,3.987480407
1752,82.1,74,2016,1,54,54,54,0,7.3,1142.212403,26,59,0,98,11.93,98,0.1,6628.38,969611,1.5,1.3,0.906,3.974921383
1753,81,74,2015,1,57,54,60,0,7.3,1212.666327,51,58.5,0,98,11.97,98,0.1,7037.23,96379,1.4,1.3,0.904,3.974921383
1754,84.5,74,2014,1,57,54,60,0,7.4,10947.02327,30,58.1,0,98,11.8,98,0.1,63990.95,9519374,1.4,1.3,0.903,3.974921383
1755,85.6,74,2013,1,58,58,58,0,7.4,11477.6671,26,57.7,0,98,11.7,98,0.1,66744.48,9449213,1.4,1.3,0.901,4
1756,80.3,74,2012,1,58,54,62,0,7.2,778.2477467,6,57.3,0,98,9.47,98,0.1,5909.41,9378126,1.3,1.3,0.895,3.974921383
1757,82.6,74,2011,1,62,60,64,0,7.3,682.1070608,3,56.9,0,98,9.94,98,0.1,5182.9,9298515,1.3,1.3,0.898,3.974921383
1758,79.2,74,2010,1,62,58,66,0,6.9,8105.590882,25,56.5,0,98,9.23,98,0.1,62436.46,9219637,1.3,1.3,0.897,3.962322551
1759,90.6,74,2009,1,63,62,64,0,6.9,7593.391622,1,56.1,0,98,8.92,98,0.1,59723.3,914892,1.3,1.3,0.895,3.974921383
1760,86.7,74,2008,1,64,60,68,0,6.5,6369.516139,19,55.7,0,98,8.95,98,0.1,51807.25,9855,1.3,1.3,0.892,3.987480407
1761,83.9,74,2007,1,66,64,68,0,6.5,599.0392403,13,55.3,0,98,9.6,98,0.1,4911.6,929572,1.3,1.3,0.89,4
1762,78.8,74,2006,1,7,6,8,0,6.6,5793.363644,5,54.9,0,99,9.9,99,0.1,47535.29,8993531,1.3,1.3,0.888,4
1763,84.6,74,2005,1,69,68,70,0,6.9,5067.411418,3,54.4,0,99,9.31,99,0.1,41396.8,8958229,1.3,1.3,0.882,3.987480407
1764,81.3,74,2004,1,71,72,70,0,6.9,3998.09987,9,53.9,0,99,9.23,99,0.1,33120.35,8924958,1.3,1.3,0.88,3.987480407
1765,78.7,74,2003,1,73,72,74,0,6.6,3554.546434,5,53.4,0,99,8.86,99,0.1,30205.55,889596,1.3,1.3,0.877,3.987480407
1766,81.7,74,2002,1,73,68,78,0,6.2,3689.7273,59,52.8,0,99,8.18,99,0.1,32797.58,887219,1.4,1.3,0.873,3.987480407
1767,82.9,162,2017,1,49,46,52,0,10.24,0,35,57.4,0,97,1.96,97,0.1,10068.62,8282396,0.4,0.3,0.938,4
1768,83.7,162,2016,1,51,50,52,0,9.61,19479.91161,23,57,0,96,11.66,96,0.1,96112.34,8188649,0.4,0.3,0.936,3.987480407
1769,85,162,2015,1,52,50,54,0,9.73,19099.04506,175,56.6,0,96,11.71,96,0.1,94817.95,889346,0.4,0.3,0.934,3.974921383
1770,84.1,162,2014,1,54,50,58,0,9.86,18379.32974,61,56.2,0,96,11.59,96,0.1,93144.11,7996861,0.5,0.3,0.932,3.962322551
1771,80,162,2013,1,55,56,54,0,9.99,18822.86732,621,55.8,0,96,11.21,96,0.1,98558.26,7912398,0.5,0.3,0.932,3.949683532
1772,83.4,162,2012,1,57,58,56,0,10.01,2198.590865,77,55.4,0,96,11.7,95,0.1,83189.92,782499,0.5,0.4,0.92,3.924283374
1773,82.1,162,2011,1,6,6,6,0,10.15,14714.82588,958,55,0,96,11,95,0.1,78033.17,7743831,0.5,0.4,0.916,3.911521443
1774,81.7,162,2010,1,6,6,6,0,10.29,2084.255535,2022,54.6,0,96,1.29,95,0.1,80773.92,7647675,0.5,0.4,0.914,3.911521443
1775,82.1,162,2009,1,63,58,68,0,10.44,11892.33429,1015,54.1,0,94,1.21,94,0.1,70810.28,7551117,0.5,0.4,0.911,3.911521443
1776,80.2,162,2008,1,65,66,64,0,10.24,10598.08187,0,53.7,0,94,1.39,94,0.1,64230.8,7483934,0.6,0.4,0.904,3.898717738
1777,82.7,162,2007,1,66,64,68,0,10.15,10055.34981,60,53.2,0,94,1.86,94,0.1,61373.25,7437115,0.6,0.4,0.899,3.898717738
1778,81,162,2006,1,69,66,72,0,10.55,9495.540576,39,52.8,0,95,1.96,93,0.1,59646.69,7389625,0.6,0.4,0.895,3.885871846
1779,84.3,162,2005,1,72,72,72,0,10.82,842.2768087,574,52.3,0,95,1.93,93,0.1,5372.15,73391,0.6,0.5,0.889,3.872983346
1780,84.9,162,2004,1,74,70,78,0,10.85,6853.628494,0,51.8,0,95,1.61,93,0.1,46297.13,7284753,0.6,0.5,0.89,3.898717738
1781,80.6,162,2003,1,75,70,80,0,11.12,6478.346135,700,51.3,0,95,1.28,93,0.1,43163.28,7229854,0.7,0.5,0.888,3.898717738
1782,81.4,162,2002,1,78,80,76,0,11.26,5834.582046,0,5.8,0,95,9.91,93,0.1,42350.82,718425,0.7,0.5,0.879,3.885871846
1783,75.7,138,2017,0,148,152,144,8,6.14,0,154,33.6,9,99,3.7,99,0.1,6512.65,686576,7.7,7.7,0.738,3.687817783
1784,76.8,138,2016,0,152,152,152,8,6.41,789.0772949,0,32.4,10,99,4.12,99,0.1,6654.87,68416772,7.8,7.8,0.737,3.687817783
1785,76.4,138,2015,0,153,150,156,9,6.5,788.6873403,2641,31.3,10,99,4,99,0.1,6911.81,6814365,7.9,7.9,0.733,3.687817783
1786,73.8,138,2014,0,154,156,152,9,6.56,801.0504655,5197,3.1,11,99,4.17,99,0.1,6563.11,67843979,8,8.1,0.729,3.701351105
1787,74.4,138,2013,0,155,162,148,10,6.07,748.4451054,3156,29,11,99,4.12,99,0.2,6150.1,675313,8.1,8.2,0.72,3.646916506
1788,71.6,138,2012,0,158,168,148,10,5.95,71.6850913,2583,27.9,12,99,3.81,99,0.2,644.36,672888,8.2,8.3,0.711,3.619392214
1789,77.4,138,2011,0,16,16,16,11,5.88,547.2101411,6071,26.8,12,99,4.11,99,0.3,4718.06,66881867,8.3,8.5,0.706,3.605551275
1790,75.1,138,2010,0,162,170,154,11,5.92,609.9511632,7790,25.7,13,99,3.92,99,0.3,4904.13,6654576,8.5,8.6,0.7,3.591656999
1791,74.9,138,2009,0,165,166,164,12,6.2,520.7639087,3893,24.6,14,98,3.56,98,0.4,4448.94,66195615,8.6,8.8,0.687,3.507135583
1792,74.8,138,2008,0,168,168,168,13,6.18,433.9210918,3588,23.6,15,98,3.49,98,0.5,3773.23,65824164,8.7,8.9,0.686,3.521363372
1793,70.8,138,2007,0,177,188,166,13,6.26,321.1953005,3526,22.6,15,98,3.55,98,0.5,3240.89,6542547,8.9,9.1,0.682,3.464101615
1794,73.3,138,2006,0,189,188,190,14,6.17,301.3597791,4165,21.7,16,98,3.51,98,0.5,2979.02,652231,9,9.2,0.674,3.449637662
1795,70.3,138,2005,0,189,186,192,15,6.14,282.8364612,4519,2.9,18,98,3.58,98,0.6,2642.01,64554952,9.1,9.3,0.666,3.435112807
1796,69.8,138,2004,0,192,198,186,16,5.93,27.63810304,10315,2.2,19,97,3.7,96,0.7,332.13,6473164,9.2,9.5,0.657,3.391164992
1797,67.3,138,2003,0,194,188,200,17,5.92,176.0625201,7319,19.4,20,97,3.32,96,0.8,2120.32,63543322,9.3,9.6,0.649,3.346640106
1798,69.3,138,2002,0,194,172,216,18,5.88,0.27564826,4074,18.7,21,97,3.4,97,0.8,30.87,6295821,9.4,9.7,0.64,3.301514804
1799,74.7,80,2017,0,12,10,14,0,1.75,0,1,6.3,0,92,6.9,91,0.1,413.73,127445,2.1,2.1,0.746,3.591656999
1800,76.5,80,2016,0,12,10,14,0,1.13,0,116,59.7,0,96,6.48,95,0.1,413.73,127445,2.2,2.2,0.743,3.591656999
1801,74.9,80,2015,0,14,14,14,0,1.03,0,4,59.1,0,98,6.7,98,0.1,413.73,127445,2.2,2.2,0.741,3.591656999
